feature	kingdom	phylum	class	order	family	genus	species
b4cb3273ececc6c7cc72ac0ba050143f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
47e7abdf160886721d63974693c5e158	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
86dd004dbfcc758d3ac17f409742267c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
ae265c898cf45999e2567db665696b7d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
a474b914e34b83e0affe43723605d3d6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
3eff12d25379e977389e477909684466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
f2e848e7ab8276301025ec2eeb914760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
ba00c0a66b67919140609b738fdb6573	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
b32cb3bb05cf82f971573bb5bd90ac3e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173_sp900540205
66013c26ad53122e15ad59acac3ef22f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
f9b40abde9d1566ee5790eb679bf1a8e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
f1c27235c1552cf324c94b8a6724db37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
b1ea6c1a2875de1ed39f73bef12469ab	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
7923fec6c4d8e25d7d4164b22d625453	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
cd1a16884581cf37edebabb36ecec750	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
180c069e916ea4a2894dce5726c5b9e1	Bacteria	na	na	na	na	na	na
6f59f22ea82a6827d4a3f8063c2b82b3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
6681e113bc741b6d455c506889806d10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
46c2e71975e42b4c0ffd453a6d05b668	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
22d3e1710679ce6fca37928d7af96488	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
2c4ef41415c031087bfe19b681e18435	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
8821738962ac2988519e0dda4d0f86dc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
f62cc722404f581d9a27742c3be33974	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
fc24208c19b7c2c09a5ace14e529ec0a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
facfc0edc132812da07eb5c322e2830d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
91af9b796a2f9807adb9046cba534f9b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
2ca72f7e907f40fbdde3aa5713522f15	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
5d587703904dbda50bdd2ac97063d814	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
6cd17e69244e5926b27965332788126d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
7c9565a29d6cc14d1666718041cff4e5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
68f1177a9c7f99ba3b9101639179d5c8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
cba395e646eb451fde464ce9ac859bdb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
9f5d957d3eecc826e0c05460901594ff	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
8050de3854536bee7a197abfe9c99b26	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
48934ebde321c6f7204c51ad3e8e3773	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
f665c90127d0b1a9e0180ed738e48d24	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
015c8b93fa599198a39c44317ef22465	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
633226f936cf423b6263def443a9684b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
fb6548d61c7b75d6c2c1ca7659ea2527	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A_859423	Porphyromonas_A_859423_pasteri
64d486dfa0a20f6bec2addd60a16fab9	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	WRMH01	WRMH01_sp009777235
39b93bb8d2912c61b4c11ab521460617	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
6d26800dd3cb5e5666485d31a1c6106f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
e178a06d210f3175cf12b2ad7abf5b23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
5c667a34412672fa80eac1a43240b588	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
a03042c11bcdea51a2f7aadfef0d8d0e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
218dfc85c3989f270b28809eb33f1ce3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
ad65a610f0c98c06bb150cf66d9a06dd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
105d495b595c95f94f6d498ebecd9bca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
3d7a9b159f7e5714414e88410a18869b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
066a9eaded75b8b5c981a775c3bed4e8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
fca7fc0861956ae2a66f99374294c5d3	Bacteria	na	na	na	na	na	na
a265ecc1798f8c7cb7c37490b77ee29c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
af16182cfa8cf0bda46c02dfc9e785e0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
43f9672ea5d7f23cd3a2842d06737fbf	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	WQUU01	WQUU01_sp009781925
b556ca75918938bbe151323f2dff898e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902792815
2a76ed9e875832d2a3ac6df8eaf0149f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
c2c4dc624e8fe65bc2b995832553ba05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
e2cd605edea2241c8ee6a192d1325f16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
8ba981859ad0ef199520830e42229c27	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
cfc3485c0a7f0d91ce2d98d46971f32d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1179	na
b66436868d24fe0cd33191e95c2500a9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
b09fc1f6be65deb0dafa4b8f0068f557	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
bce56d677591c6ae58b40ae4d4b91300	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
2d390f9a6a042eeb1eba9d60a445cf10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
00ab090e2e58241df8234828d2155028	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
5470d090cd51a4f50f45f43ea32ffb3f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
66498948e157815d79970c7737d26f62	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
8de4446eae7a57a7d7f79d2f78193219	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
079c8fb591861b243a78e6a3b773bd46	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
8e7378c3f6c6bd9b99a94ea3e30c8b93	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
260082d5aa32361a6210f627c7609b8b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
f7836b94cd3deb5d54f298b48e62908c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
b66f1082d13ae88c31417227b3b2f6aa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
8e449b932b4b727122fab6608cfb9f76	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
5967b341b9886258fe1328343c953469	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
f869116707b491a5c482af3cef4e09ea	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	na
e1522298cff09c81166a7fa40a9a8fe2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902785575
bb6c130e56d52f6e698c6dfaf3424c89	Bacteria	na	na	na	na	na	na
20744e66955866e3996929bf0e571435	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
91e1fea2d2f85907d2f24a95d11b531f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	na
bc2e245ec3e95d42b8b6439988e44677	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
3b0860c0134bb3636f57f9ad027d313f	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	RUG14515	na
e44065589c38fcf2a544a7628dc0fd58	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
c6c06da343a8669c33bf7c00390308b4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
afc6757fd660e02db06b47de1532a062	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
09831a1a35e35b4af9e4526d24dcee78	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
8176c9f43d69f7ddf07770eeb75332a1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
d8dfdc41aa81496075fbc0fff6abdcee	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
5915a025fbaa455768fe16fd12f9cfe4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
3b72869f55a0aa48de4b3e9bd2939142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	na
bbd6d48b2b3ef9cd5250960de74c2b62	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
a6313b30386274d8156d2fc44cd6e42c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
4483fd4b7cbacb0e1a52287ef48276f7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
a17298ee9af9feec2892bc4d5858bbff	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
1113169bfd2e723b19277ecac59bc211	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	CAG-1024	CAG-1024_sp004554165
30119910352062c1ed19776bb16af267	Bacteria	na	na	na	na	na	na
ee542fda3cd1c67cc25f4a7b12afb85c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
8b2e5b57fc9968c567150e50b530f06c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
d357d262ead355507b1c58927ba95815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
8e780b70722e24b8d2522e12d3af97e5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
83efc67c954455a21943a5171cfe1a32	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
cc9e35f7f28110f2897581e84b825348	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
5df034f7faea42de82e3eaf07bc9f4c9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
34eec63bf58e0d7752d0677ef6906e81	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
b868643e1d2a1bc874f6fc5ec0723bdf	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
e9f9215e7bdd04a4df6647e1a30c5a68	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
2b1182b81b41aa72132a60bdbfb19a83	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
50cb23f70b746ae13d845a6ea32a8c9b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
fc002007a0296db755f275679004cd3c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
c6929abeab8e5198af5a9f9ddfdeaa01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
f2e5b90ff4151ffebeaac504265ccd9d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
d1b25cd8ecc3b953efab8f24ee8f6574	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
4e64c9ef4d6f63280eb1ec8e9beffbf7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
4c749ba66f4d8b48a5ff9e855105c734	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
da3e6ed07e4f4aeca61d862da0865166	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1217	UBA1217_sp902788805
a9b9e9ce1ff69597a2213177256b67ea	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1217	UBA1217_sp902788805
efdfb0a1a978295f944e88cbba1b4809	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
87d539a13a22a73aa23fbbdad4647ee7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
953d571af7c3278de2a055e92f798ce7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
9976da514d7d1d3880156ed1adf2fee6	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
c9d946dbcf2123cafa8d170dd952205d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
d68028394b46ac8def7c9d72c5978145	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
ff27bcae16163f4c93dd75c42283d6c1	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
bb07e9d22b306fe53c631afe0c57269a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
4fba8da3c24f32ad68231d7513ead333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
140bd7148c6271858ee9131fd417f807	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
3a23475aa99741493b9e139b08ce1177	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
d0217151ecb8c097dc5c90a598a172aa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
923dbc422f826e435dba83d5d96b941b	Bacteria	na	na	na	na	na	na
5d908f326642f61409588305cd534dd0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	na	na
cd7e95036537866f500182f51bc5cf40	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
0f9064e5310c8e010ae99792df3a1a66	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
6095c8977f5a08fc0818b15d1b75ea5e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
7b1a17f8e4f68e4ef8ba35408f1651fb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
4e58e00e239e6c4d812f8206701aeaf1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
b6719235077106d0978b244622d6cf19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	na
15f202f874a329ab5844f569c632bc05	Bacteria	na	na	na	na	na	na
75295a2b5f221091b112f56e4e9ae325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	na	na
c2a3de6441358f619f73c39d0ab1f46d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	na
b292fff2037c95bcf6ded6eac9e68ca7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902789245
04d311c82255f1b6fde3cfbadb1042ce	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
6c4809f605ff9574c5b73be0eba8ce1c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
aeebbcb32ca37e933245ee4214ca5739	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
3783b7343ff205c6e271bd92e6c9b1c0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
ed0224aac5da5cfc912735d42d47060e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
f100deff355a9a81a68fb688f12e16dd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
5c4cf67be5b8dc3d973cbc119a2b42c5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
f672368b7178a3fd59c464da3fde9e26	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636_sp900321955
c2fa7aa303c96a716ed5fb3330b54943	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
29fc959e57ffbf9d8d9d33b0a6424f59	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
6916f6bdd336e9d29be49139f01495b6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
2ba324a1054dc4e4bc4a8a3bbc4189d0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
9afe8bd8db4e0b0df095ef87af452d7f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
871c48bc08b8d5d3d03f1fb2d2f94f3f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
20a59d30d7689eb7c22422141c6b2764	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
5f4f2c4810267eba388c12a06ba8a44e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
1e96b21613300702f3925cb67a7ec9ab	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
a2e7af8dfe95a9382f9e99ed7531c502	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
c07d429cea4b6e9d3e285ab83ea944bf	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	na
a177adf0c7dcb7342441727e616ae2a0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
27d0e9f664943be5e90028710113c1d1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
8a43aa25181890b93a96f977cc0e845e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
3d4261da99c59d2b58a805edf28f4b82	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
130d8e9fff460620eae1e9bec9371939	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
7478eaa219047a8cf23a257859aa35fb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
dc27601e5be4cca917b9ec1b0201c6bf	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
058766e19090e706bb5642e63f2a7878	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
a0a046d63af034e702293ae15e9454fc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
e59946c83e88c6d575312e8ae5365c2a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
f64ef93c3764e3e40394c04bd65df2ff	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
a093eb1a657ac5eacd160f98a833cc79	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp002452095
79f6f830cc8b43150942dad10101795e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	na
954eaa20671fbdf92c855f6165e6e17e	Bacteria	na	na	na	na	na	na
78816b402550be9d9ca653a2e33c0abe	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
46a7f99dc0669f6eb52fe761d90df42c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
43af3db45f1c61c1a275414089b211b3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
aaca368df38b84094af62a502d6ad84c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
2a0809451ee761e46cbac74f4e1968af	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
269f6a46c8d8ff5835c36b500de3fb23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp902787255
0a26d9adf2b04ae15f59c6da1b6f8de7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
326d1c215900dd1925d7fa72e49fff56	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
bb1ca31cf3b0a53252bd38547ce267b8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
67b918dea5ff94b7cb1c9b4c237c5f39	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
0ffd758c119cc5a1d843d2a8d43ef6e7	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
ef35b63ece30aaf6ecec4ded1ad2e090	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
8a70fd29b8c697935587bceb480af647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
81bf176698084794fa3ac86cfa9dfe23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
99c50fae5d792c213aec9f363646c952	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
3cf61bc395f64def8289e53bcb07aa4e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
d81f7058c8a34eda0ed459890716196f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	na
6e7bc095d8e15e1ad448d1c0443a8e6b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
7b2dca8325e0a2f16df5208e27159628	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
62b73c340347662b442bd8ea7d9bf543	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
aee13220059922858ce26050d9acb283	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	na
36821ccab9ebc409137a52c0d872ab38	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
8a08e62bc9b449334b10745a9622ddff	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
9f2f9ea86c61b1cacbce9e7ab23bc11b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
d407fc52a0acd6f7d9ef1724841a0cfc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
4ab176d7ffcb421d8b54e5689b14f2dd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
e73549b4952a9b0f2c75ba7b28b4c79d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus_sp900544175
ed7e38fe37d58997c0c162a2b1fe5436	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
8700983a85c260d2e058e02155aa897d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
